Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Number of Fatalities,Bus Involvement,Heavy Rigid Truck Involvement, Articulated Truck Involvement,Speed Limit, National Remoteness Areas,SA4 Name 2021,National LGA NAme 2021,National Road Type,Christmas Period,Easter Period,Day of week, Time of Day
20232013,VIC,2,2023,Monday,15:49,Single,1,No,No,No,40,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekday,Day
20232134,VIC,2,2023,Tuesday,12:55,Multiple,1,No,No,No,70,Unknown,Unknown,Unknown,Collector Road,No,No,Weekday,Day
20234010,SA,2,2023,Friday,10:53,Single,1,No,No,No,50,Outer Regional Australia,Barossa - Yorke - Mid North,Copper Coast,Arterial Road,No,No,Weekday,Day
20232017,VIC,2,2023,Friday,23:40,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - Outer East,Maroondah,Arterial Road,No,No,Weekend,Night
20234026,SA,2,2023,Sunday,19:00,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,Local Road,No,No,Weekend,Night
20231111,NSW,2,2023,Friday,12:29,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road,No,No,Weekday,Day
20231002,NSW,2,2023,Monday,14:25,Multiple,1,No,No,No,90,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,Weekday,Day
20232156,VIC,2,2023,Monday,10:26,Multiple,1,No,No,No,60,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road,No,No,Weekday,Day
20232058,VIC,2,2023,Monday,11:55,Single,1,No,No,No,100,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekday,Day
20234036,SA,2,2023,Friday,23:00,Single,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Arterial Road,No,No,Weekend,Night
20232053,VIC,2,2023,Thursday,9:05,Multiple,1,No,No,No,-9,Major Cities of Australia,Melbourne - Inner,Moreland,Local Road,No,No,Weekday,Day
20232159,VIC,2,2023,Wednesday,16:39,Multiple,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Local Road,No,No,Weekday,Day
20232069,VIC,2,2023,Thursday,12:27,Multiple,1,No,Yes,No,60,Major Cities of Australia,Melbourne - Inner,Melbourne,Collector Road,No,No,Weekday,Day
20235014,WA,2,2023,Thursday,4:00,Single,1,No,No,No,110,,,,,No,No,Weekday,Night
20234053,SA,2,2023,Wednesday,18:29,Single,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Collector Road,No,No,Weekday,Night
20234016,SA,2,2023,Thursday,21:15,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Local Road,No,No,Weekday,Night
20233067,QLD,2,2023,Thursday,20:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway,No,No,Weekday,Night
20234057,SA,2,2023,Friday,3:23,Single,1,No,No,No,10,Inner Regional Australia,South Australia - South East,Alexandrina,Local Road,No,No,Weekday,Night
20231024,NSW,2,2023,Thursday,2:25,Single,1,No,No,Yes,110,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,Weekday,Night
20235064,WA,2,2023,Thursday,13:18,Single,1,No,Yes,No,70,,,,,No,No,Weekday,Day
20232014,VIC,2,2023,Wednesday,20:01,Single,1,No,No,No,80,Major Cities of Australia,Mornington Peninsula,Frankston,National or State Highway,No,No,Weekday,Night
20234030,SA,2,2023,Monday,20:50,Single,1,No,No,No,100,Remote Australia,South Australia - South East,Southern Mallee,Local Road,No,No,Weekday,Night
20235032,WA,2,2023,Thursday,16:04,Single,1,No,Yes,No,60,,,,,No,No,Weekday,Day
20236001,TAS,2,2023,Tuesday,22:45,Multiple,1,No,No,No,110,Outer Regional Australia,Launceston and North East,Meander Valley,National or State Highway,No,No,Weekday,Night
20232174,VIC,2,2023,Thursday,19:19,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road,No,No,Weekday,Night
20235071,WA,2,2023,Thursday,22:16,Single,1,No,No,No,110,,,,,No,No,Weekday,Night
20233161,QLD,2,2023,Wednesday,18:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway,No,No,Weekday,Night
20231185,NSW,2,2023,Monday,23:20,Single,2,No,No,Yes,110,Inner Regional Australia,Capital Region,Upper Lachlan,National or State Highway,No,No,Weekday,Night
20233075,QLD,2,2023,Thursday,21:00,Single,1,No,No,No,100,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi,Sub-arterial Road,No,No,Weekday,Night
20232037,VIC,2,2023,Thursday,4:45,Multiple,1,No,No,Yes,80,Major Cities of Australia,Melbourne - North West,Brimbank,National or State Highway,No,No,Weekday,Night
20232135,VIC,2,2023,Tuesday,5:45,Multiple,1,No,Yes,No,100,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,National or State Highway,No,No,Weekday,Night
20232111,VIC,2,2023,Tuesday,19:22,Multiple,1,No,No,Yes,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Night
20232171,VIC,2,2023,Wednesday,8:04,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road,No,No,Weekday,Day
20234033,SA,1,2023,Friday,18:34,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Arterial Road,No,No,Weekend,Night
20232020,VIC,1,2023,Saturday,16:24,Single,1,No,No,No,100,Outer Regional Australia,North West,Northern Grampians,Collector Road,No,No,Weekend,Day
20233074,QLD,1,2023,Sunday,7:00,Multiple,1,No,No,No,60,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road,No,No,Weekend,Day
20232074,VIC,1,2023,Sunday,15:26,Single,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Corangamite,Arterial Road,No,No,Weekend,Day
20232123,VIC,1,2023,Sunday,14:45,Single,1,No,No,No,70,Major Cities of Australia,Melbourne - Outer East,Manningham,Sub-arterial Road,No,No,Weekend,Day
20232033,VIC,1,2023,Sunday,13:56,Single,1,No,No,No,100,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekend,Day
20237006,NT,1,2023,Sunday,12:01,Single,1,No,No,No,130,Remote Australia,Northern Territory - Outback,Coomalie,National or State Highway,No,No,Weekend,Day
20234001,SA,1,2023,Sunday,10:25,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Local Road,No,No,Weekend,Day
20233117,QLD,1,2023,Sunday,10:00,Multiple,1,No,Yes,No,60,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,Yes,No,Weekend,Day
20233031,QLD,1,2023,Sunday,16:00,Single,1,No,No,No,70,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,Weekend,Day
20232073,VIC,1,2023,Saturday,11:15,Single,1,No,No,No,-9,Outer Regional Australia,Latrobe - Gippsland,Wellington,Access road,No,No,Weekend,Day
20234052,SA,1,2023,Monday,2:30,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (SA),Local Road,Yes,No,Weekend,Night
20236012,TAS,1,2023,Saturday,16:30,Single,1,No,No,No,100,Remote Australia,West and North West,West Coast,Arterial Road,No,No,Weekend,Day
20231118,NSW,1,2023,Friday,18:20,Single,1,No,No,No,110,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,Weekend,Night
20234017,SA,1,2023,Saturday,18:32,Single,1,No,No,No,100,Inner Regional Australia,South Australia - South East,VICtor Harbor,National or State Highway,No,No,Weekend,Night
20232148,VIC,1,2023,Saturday,10:12,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road,No,No,Weekend,Day
20233156,QLD,1,2023,Saturday,10:00,Multiple,1,No,No,No,60,Major Cities of Australia,Gold Coast,Scenic Rim,Sub-arterial Road,No,No,Weekend,Day
20233148,QLD,1,2023,Saturday,11:00,Single,1,No,No,No,50,Outer Regional Australia,Moreton Bay - North,Somerset,Local Road,No,No,Weekend,Day
20232118,VIC,1,2023,Thursday,6:15,Multiple,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway,No,No,Weekday,Day
20234072,SA,1,2023,Monday,6:40,Single,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,National or State Highway,No,No,Weekday,Day
20232011,VIC,1,2023,Tuesday,16:31,Multiple,1,No,No,No,50,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road,No,No,Weekday,Day
20232109,VIC,1,2023,Friday,8:00,Multiple,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway,No,No,Weekday,Day
20232149,VIC,1,2023,Monday,15:35,Multiple,1,No,Yes,No,80,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekday,Day
20235019,WA,1,2023,Wednesday,15:29,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20231209,NSW,1,2023,Friday,23:20,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - City and Inner South,Inner West,National or State Highway,No,No,Weekend,Night
20231133,NSW,1,2023,Friday,18:41,Single,1,No,No,No,70,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road,No,No,Weekend,Night
20231034,NSW,1,2023,Sunday,2:00,Single,1,No,No,No,80,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,Weekend,Night
20231116,NSW,1,2023,Thursday,15:36,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Ryde,Hunters Hill,Arterial Road,No,No,Weekday,Day
20231062,NSW,1,2023,Tuesday,12:00,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road,No,No,Weekday,Day
20232008,VIC,1,2023,Friday,8:19,Multiple,1,No,No,No,100,Inner Regional Australia,Hume,Indigo,Arterial Road,No,No,Weekday,Day
20232163,VIC,1,2023,Tuesday,8:10,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Brimbank,Collector Road,No,No,Weekday,Day
20233082,QLD,1,2023,Tuesday,13:00,Multiple,3,No,Yes,Yes,100,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,National or State Highway,No,No,Weekday,Day
20233033,QLD,1,2023,Friday,17:00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg,Collector Road,No,No,Weekday,Day
20232001,VIC,1,2023,Monday,7:38,Single,1,No,No,No,100,Outer Regional Australia,North West,West Wimmera,Arterial Road,No,No,Weekday,Day
20232063,VIC,1,2023,Friday,15:02,Single,2,No,No,No,110,Inner Regional Australia,Hume,Strathbogie,National or State Highway,No,No,Weekday,Day
20231073,NSW,1,2023,Monday,7:45,Multiple,1,No,Yes,No,100,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,No,No,Weekday,Day
20232085,VIC,1,2023,Friday,15:35,Multiple,1,No,No,No,80,Inner Regional Australia,Geelong,Greater Geelong,Sub-arterial Road,No,No,Weekday,Day
20232161,VIC,1,2023,Monday,11:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians,National or State Highway,No,No,Weekday,Day
20233026,QLD,1,2023,Friday,17:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road,No,No,Weekday,Day
20231059,NSW,1,2023,Wednesday,12:45,Multiple,1,No,No,No,50,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,Weekday,Day
20231105,NSW,1,2023,Friday,16:04,Multiple,1,No,No,No,80,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,Weekday,Day
20234012,SA,1,2023,Tuesday,11:05,Single,1,No,No,No,110,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway,No,No,Weekday,Day
20231130,NSW,1,2023,Monday,12:12,Single,1,No,No,No,110,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,National or State Highway,No,No,Weekday,Day
20235096,WA,1,2023,Friday,15:38,Single,2,No,No,No,100,,,,,No,No,Weekday,Day
20232116,VIC,1,2023,Friday,4:55,Multiple,1,No,No,No,100,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway,No,No,Weekday,Night
20232094,VIC,1,2023,Wednesday,15:00,Single,1,No,No,No,80,Outer Regional Australia,North West,Buloke,Arterial Road,No,No,Weekday,Day
20231025,NSW,1,2023,Monday,13:15,Single,1,No,No,No,100,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,Weekday,Day
20232126,VIC,1,2023,Wednesday,16:43,Multiple,4,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day
20232083,VIC,1,2023,Tuesday,6:07,Multiple,1,No,No,No,60,Inner Regional Australia,Geelong,Golden Plains,Access road,No,No,Weekday,Day
20233163,QLD,1,2023,Monday,10:00,Single,2,No,Yes,No,80,Inner Regional Australia,Wide Bay,Gympie,Local Road,No,No,Weekday,Day
20233056,QLD,1,2023,Wednesday,15:00,Multiple,1,No,No,No,80,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,Weekday,Day
20238003,ACT,1,2023,Tuesday,7:00,Multiple,1,No,No,No,80,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road,No,No,Weekday,Day
20234055,SA,1,2023,Wednesday,13:14,Multiple,2,No,No,No,100,Outer Regional Australia,South Australia - South East,Loxton Waikerie,National or State Highway,No,No,Weekday,Day
20236018,TAS,1,2023,Tuesday,6:30,Single,1,No,No,No,50,Inner Regional Australia,Launceston and North East,Launceston,Local Road,No,No,Weekday,Day
20233147,QLD,1,2023,Tuesday,17:00,Single,1,No,No,No,60,Major Cities of Australia,Brisbane - North,Brisbane,Sub-arterial Road,No,No,Weekday,Day
20233086,QLD,1,2023,Friday,11:00,Multiple,1,No,No,No,110,Major Cities of Australia,Gold Coast,Gold Coast,National or State Highway,No,No,Weekday,Day
20234071,SA,1,2023,Sunday,14:15,Single,1,No,No,No,10,Inner Regional Australia,South Australia - South East,VICtor Harbor,Collector Road,No,No,Weekend,Day
20231075,NSW,1,2023,Tuesday,11:43,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road,No,No,Weekday,Day
20233166,QLD,1,2023,Friday,22:00,Single,1,No,No,Yes,100,Inner Regional Australia,Wide Bay,Gympie,National or State Highway,No,No,Weekend,Night
20231126,NSW,1,2023,Wednesday,5:05,Single,1,No,Yes,No,80,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,Weekday,Night
20231171,NSW,1,2023,Wednesday,6:19,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekday,Day
20234021,SA,1,2023,Saturday,23:45,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Local Road,No,No,Weekend,Night
20232054,VIC,1,2023,Friday,22:35,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe,Local Road,No,No,Weekend,Night
20235075,WA,1,2023,Sunday,9:44,Single,1,No,No,No,110,,,,,Yes,No,Weekend,Day
20231119,NSW,1,2023,Saturday,12:56,Single,1,No,No,No,50,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No,Weekend,Day
20231001,NSW,1,2023,Saturday,17:45,Single,1,No,No,No,100,Inner Regional Australia,Riverina,Junee,Access road,No,No,Weekend,Day
20235099,WA,1,2023,Tuesday,12:21,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20235033,WA,1,2023,Wednesday,13:32,Single,1,No,No,No,70,,,,,No,No,Weekday,Day
20232128,VIC,1,2023,Friday,14:25,Multiple,1,No,No,No,70,Major Cities of Australia,Melbourne - Inner East,Whitehorse,National or State Highway,No,No,Weekday,Day
20232108,VIC,1,2023,Tuesday,15:49,Multiple,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Latrobe (VIC.),Arterial Road,No,No,Weekday,Day
20232022,VIC,1,2023,Tuesday,7:50,Multiple,2,No,No,No,80,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Collector Road,No,No,Weekday,Day
20233138,QLD,1,2023,Sunday,18:00,Single,1,No,No,No,60,Inner Regional Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekend,Night
20231138,NSW,1,2023,Tuesday,12:00,Single,2,No,No,No,100,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekday,Day
20235007,WA,1,2023,Tuesday,13:45,Multiple,1,No,No,Yes,60,,,,,No,No,Weekday,Day
20231176,NSW,1,2023,Saturday,2:00,Single,1,No,No,No,50,Inner Regional Australia,Mid North Coast,Mid-Coast,Local Road,No,No,Weekend,Night
20233149,QLD,1,2023,Saturday,20:00,Multiple,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,Weekend,Night
20232112,VIC,1,2023,Thursday,2:30,Single,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians,Sub-arterial Road,No,No,Weekday,Night
20233043,QLD,1,2023,Wednesday,19:00,Multiple,1,No,No,No,60,Inner Regional Australia,Central Queensland,Gladstone,National or State Highway,No,No,Weekday,Night
20232167,VIC,1,2023,Monday,8:10,Multiple,1,No,No,No,100,Inner Regional Australia,Bendigo,Loddon,Arterial Road,No,No,Weekday,Day
20235068,WA,1,2023,Wednesday,23:52,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
20233069,QLD,1,2023,Friday,16:00,Multiple,1,No,No,No,100,Outer Regional Australia,Cairns,Mareeba,National or State Highway,No,No,Weekday,Day
20234050,SA,1,2023,Wednesday,14:59,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - South,Onkaparinga,Local Road,No,No,Weekday,Day
20235030,WA,1,2023,Friday,17:16,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20233127,QLD,1,2023,Friday,2:00,Single,1,No,No,No,100,Inner Regional Australia,Toowoomba,Lockyer Valley,National or State Highway,No,No,Weekday,Night
20232162,VIC,1,2023,Wednesday,20:27,Single,1,No,No,No,100,Outer Regional Australia,Hume,Benalla,Sub-arterial Road,No,No,Weekday,Night
20235026,WA,1,2023,Tuesday,22:20,Single,1,No,No,No,70,,,,,No,No,Weekday,Night
20235066,WA,1,2023,Monday,13:30,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
20235081,WA,1,2023,Tuesday,13:15,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20236002,TAS,1,2023,Tuesday,16:47,Single,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Break O'Day,National or State Highway,No,No,Weekday,Day
20233133,QLD,1,2023,Monday,19:00,Single,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway,No,No,Weekday,Night
20231180,NSW,1,2023,Tuesday,0:24,Single,2,No,No,No,80,Major Cities of Australia,Sydney - Parramatta,Cumberland,Local Road,No,No,Weekday,Night
20231112,NSW,1,2023,Friday,0:30,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Tenterfield,Local Road,No,No,Weekday,Night
20233078,QLD,1,2023,Friday,2:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road,No,No,Weekday,Night
20235083,WA,1,2023,Tuesday,20:41,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20225142,WA,12,2022,Sunday,18:48,Single,1,No,No,No,110,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20225117,WA,12,2022,Saturday,4:29,Single,1,No,No,No,50,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20225099,WA,12,2022,Saturday,19:33,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20226021,TAS,12,2022,Saturday,18:45,Single,1,No,No,No,60,Outer Regional Australia,South East,Glamorgan-Spring Bay,National or State Highway,No,No,Weekend,Night
20225161,WA,12,2022,Thursday,23:04,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekday,Night
20225123,WA,12,2022,Thursday,19:43,Single,1,No,No,No,110,Unknown,Unknown,Unknown,,No,No,Weekday,Night
20225007,WA,12,2022,Friday,22:38,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20225012,WA,12,2022,Saturday,21:55,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20223026,QLD,12,2022,Saturday,12:00,Single,1,No,No,No,50,Major Cities of Australia,Brisbane - East,Redland,Collector Road,Yes,No,Weekend,Day
20223170,QLD,12,2022,Sunday,3:00,Single,1,No,No,No,100,Outer Regional Australia,Cairns,Tablelands,National or State Highway,No,No,Weekend,Night
20223095,QLD,12,2022,Sunday,17:00,Single,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Cook,Sub-arterial Road,No,No,Weekend,Day
20222152,VIC,12,2022,Saturday,19:30,Single,1,No,No,No,60,Unknown,Unknown,Unknown,Arterial Road,Yes,No,Weekend,Night
20222157,VIC,12,2022,Sunday,18:50,Multiple,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,Local Road,Yes,No,Weekend,Night
20225104,WA,12,2022,Sunday,15:11,Single,1,No,No,No,-9,Unknown,Unknown,Unknown,,No,No,Weekend,Day
20227024,NT,12,2022,Sunday,12:00,Multiple,1,No,No,No,130,Remote Australia,Northern Territory - Outback,Coomalie,National or State Highway,No,No,Weekend,Day
20225109,WA,12,2022,Sunday,1:12,Multiple,2,No,Yes,No,110,Unknown,Unknown,Unknown,,No,No,Weekend,Night
20221102,NSW,12,2022,Friday,20:15,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road,Yes,No,Weekend,Night
20222154,VIC,12,2022,Sunday,12:12,Multiple,1,No,No,No,50,Major Cities of Australia,Melbourne - West,Hobsons Bay,Local Road,No,No,Weekend,Day
20221241,NSW,12,2022,Friday,22:30,Single,1,No,No,No,60,Inner Regional Australia,Murray,Greater Hume,Access road,No,No,Weekend,Night
20221202,NSW,12,2022,Saturday,11:00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - North Sydney and Hornsby,Mosman,Arterial Road,No,No,Weekend,Day
20222192,VIC,12,2022,Saturday,6:30,Single,1,No,No,No,100,Inner Regional Australia,Warrnambool and South West,Colac Otway,Access road,No,No,Weekend,Day
20223227,QLD,12,2022,Sunday,20:00,Single,1,No,No,No,60,Outer Regional Australia,Cairns,Cairns,Collector Road,No,No,Weekend,Night
20222042,VIC,12,2022,Sunday,16:21,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - West,Wyndham,Sub-arterial Road,No,No,Weekend,Day
20222131,VIC,12,2022,Sunday,7:00,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Sub-arterial Road,No,No,Weekend,Day
20223041,QLD,12,2022,Saturday,10:00,Multiple,2,No,No,No,80,Outer Regional Australia,Cairns,Douglas,Collector Road,No,No,Weekend,Day
20221119,NSW,12,2022,Sunday,16:35,Multiple,1,No,No,No,80,Inner Regional Australia,Central West,Lithgow,Arterial Road,No,No,Weekend,Day
20222114,VIC,12,2022,Saturday,12:15,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira,Local Road,Yes,No,Weekend,Day
20223223,QLD,12,2022,Saturday,12:00,Single,2,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Local Road,Yes,No,Weekend,Day
20223152,QLD,12,2022,Saturday,16:00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,Yes,No,Weekend,Day
20223252,QLD,12,2022,Wednesday,13:00,Multiple,2,No,Yes,Yes,100,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway,No,No,Weekday,Day
20223024,QLD,12,2022,Thursday,15:00,Multiple,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekday,Day
20224015,SA,12,2022,Saturday,1:30,Single,1,No,No,No,100,Inner Regional Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,Weekend,Night
20223171,QLD,12,2022,Saturday,21:00,Multiple,1,No,No,No,70,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,Weekend,Night
20221026,NSW,12,2022,Friday,16:40,Multiple,1,No,No,No,100,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,Yes,No,Weekday,Day
20221109,NSW,12,2022,Tuesday,12:37,Multiple,1,No,No,No,100,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,Yes,No,Weekday,Day
20221040,NSW,12,2022,Friday,8:50,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Local Road,No,No,Weekday,Day
20223259,QLD,12,2022,Thursday,6:00,Multiple,1,No,Yes,No,60,Outer Regional Australia,Cairns,Cairns,National or State Highway,No,No,Weekday,Day
20223191,QLD,12,2022,Wednesday,9:00,Multiple,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway,No,No,Weekday,Day
20221260,NSW,12,2022,Thursday,11:30,Multiple,1,No,No,Yes,100,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway,No,No,Weekday,Day
20222029,VIC,12,2022,Wednesday,11:30,Multiple,1,No,Yes,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Arterial Road,No,No,Weekday,Day
20225133,WA,12,2022,Thursday,9:14,Single,1,No,Yes,No,110,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20221138,NSW,12,2022,Friday,17:59,Multiple,1,No,No,No,100,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road,No,No,Weekday,Day
20225053,WA,12,2022,Wednesday,10:46,Multiple,1,No,No,No,70,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20223017,QLD,12,2022,Thursday,12:00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,South Burnett,National or State Highway,No,No,Weekday,Day
20221120,NSW,12,2022,Thursday,16:34,Multiple,1,No,No,Yes,80,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Arterial Road,No,No,Weekday,Day
20222103,VIC,12,2022,Friday,19:59,Single,1,No,No,No,80,Outer Regional Australia,Hume,Mansfield,Sub-arterial Road,Yes,No,Weekend,Night
20222165,VIC,12,2022,Saturday,19:20,Single,1,No,No,No,80,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekend,Night
20225033,WA,12,2022,Friday,10:21,Multiple,1,No,Yes,No,90,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20223131,QLD,12,2022,Wednesday,13:00,Single,1,No,No,No,70,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,Weekday,Day
20223048,QLD,12,2022,Wednesday,17:00,Multiple,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road,No,No,Weekday,Day
20225075,WA,12,2022,Thursday,7:50,Multiple,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20225030,WA,12,2022,Monday,8:56,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20221162,NSW,12,2022,Thursday,13:53,Multiple,1,No,No,No,100,Outer Regional Australia,Central West,Cabonne,Sub-arterial Road,Yes,No,Weekday,Day
20223219,QLD,12,2022,Friday,17:00,Multiple,3,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,Yes,No,Weekday,Day
