Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Number of Fatalities,Bus Involvement,Heavy Rigid Truck Involvement, Articulated Truck Involvement,Speed Limit, National Remoteness Areas,SA4 Name 2021,National LGA NAme 2021,National Road Type,Christmas Period,Easter Period,Day of week, Time of Day
20236007,TAS,4,2023,Friday,9:19,Multiple,1,No,No,No,100,Outer Regional Australia,Hobart,Sorell,National or State Highway,No,Yes,Weekday,Day
20232050,VIC,4,2023,Sunday,20:50,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road,No,No,Weekend,Night
20232010,VIC,4,2023,Wednesday,15:55,Single,1,No,No,No,100,Unknown,Unknown,Unknown,Local Road,No,No,Weekday,Day
20235053,WA,4,2023,Tuesday,19:45,Single,1,No,No,No,110,,,,,No,No,Weekday,Night
20232117,VIC,4,2023,Tuesday,20:45,Multiple,1,No,No,No,80,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekday,Night
20233114,QLD,4,2023,Wednesday,19:00,Single,1,No,No,No,100,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,Weekday,Night
20234007,SA,4,2023,Thursday,2:00,Single,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury,National or State Highway,No,Yes,Weekday,Night
20234039,SA,4,2023,Tuesday,22:26,Single,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury,National or State Highway,No,No,Weekday,Night
20232082,VIC,4,2023,Tuesday,1:11,Single,1,No,No,No,80,Unknown,Unknown,Unknown,National or State Highway,No,No,Weekday,Night
20233009,QLD,4,2023,Tuesday,2:00,Single,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane,Collector Road,No,No,Weekday,Night
20235004,WA,4,2023,Monday,22:50,Single,1,No,No,No,50,,,,,No,No,Weekday,Night
20231003,NSW,4,2023,Tuesday,23:09,Single,4,No,No,No,60,Outer Regional Australia,Riverina,Leeton,Local Road,No,No,Weekday,Night
20235027,WA,4,2023,Friday,17:04,Single,1,No,No,No,90,,,,,No,No,Weekday,Day
20232139,VIC,4,2023,Friday,3:15,Single,1,No,No,No,60,Unknown,Unknown,Unknown,Arterial Road,No,Yes,Weekday,Night
20233051,QLD,4,2023,Saturday,19:00,Single,1,No,No,No,60,Outer Regional Australia,Cairns,Cairns,Sub-arterial Road,No,No,Weekend,Night
20231115,NSW,4,2023,Monday,20:00,Single,1,No,No,No,100,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Arterial Road,No,No,Weekday,Night
20232042,VIC,4,2023,Tuesday,5:45,Multiple,1,No,No,No,80,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekday,Night
20232129,VIC,4,2023,Tuesday,1:00,Single,1,No,No,No,50,Inner Regional Australia,Bendigo,Greater Bendigo,Local Road,No,No,Weekday,Night
20232173,VIC,3,2023,Sunday,1:15,Multiple,1,No,No,No,80,Unknown,Unknown,Unknown,Local Road,No,No,Weekend,Night
20231155,NSW,3,2023,Saturday,21:30,Single,3,No,No,No,100,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,No,No,Weekend,Night
20232120,VIC,3,2023,Sunday,13:00,Single,1,No,No,No,100,Inner Regional Australia,Hume,Wangaratta,Local Road,No,No,Weekend,Day
20235059,WA,3,2023,Saturday,13:19,Single,1,No,No,No,80,,,,,No,No,Weekend,Day
20235089,WA,3,2023,Sunday,14:48,Single,1,No,No,No,90,,,,,No,No,Weekend,Day
20231020,NSW,3,2023,Saturday,13:35,Single,1,No,No,No,80,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Arterial Road,No,No,Weekend,Day
20231099,NSW,3,2023,Saturday,13:55,Single,1,No,No,No,80,Outer Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,Weekend,Day
20235008,WA,3,2023,Saturday,0:50,Single,1,No,No,No,110,,,,,No,No,Weekend,Night
20233176,QLD,3,2023,Saturday,21:00,Multiple,1,No,No,No,50,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekend,Night
20233041,QLD,3,2023,Saturday,10:00,Multiple,1,No,No,No,50,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Local Road,No,No,Weekend,Day
20231098,NSW,3,2023,Sunday,15:00,Multiple,1,No,No,Yes,60,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,Weekend,Day
20231049,NSW,3,2023,Saturday,9:50,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,Sub-arterial Road,No,No,Weekend,Day
20232084,VIC,3,2023,Sunday,17:24,Single,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekend,Day
20231127,NSW,3,2023,Saturday,6:10,Single,1,No,No,No,100,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,Weekend,Day
20232070,VIC,3,2023,Thursday,17:20,Multiple,2,No,No,No,100,Major Cities of Australia,Geelong,Greater Geelong,National or State Highway,No,No,Weekday,Day
20234034,SA,3,2023,Friday,14:38,Single,1,No,No,No,110,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,Weekday,Day
20234043,SA,3,2023,Thursday,13:47,Single,1,No,No,No,80,Inner Regional Australia,South Australia - South East,Alexandrina,Collector Road,No,No,Weekday,Day
20232018,VIC,3,2023,Thursday,8:50,Single,1,No,No,No,60,Outer Regional Australia,North West,Northern Grampians,Arterial Road,No,No,Weekday,Day
20235069,WA,3,2023,Friday,15:54,Single,1,No,No,No,80,,,,,No,No,Weekday,Day
20234027,SA,3,2023,Wednesday,6:39,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,Weekday,Day
20231120,NSW,3,2023,Thursday,12:15,Multiple,1,No,No,No,50,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,Weekday,Day
20234063,SA,3,2023,Friday,11:10,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Arterial Road,No,No,Weekday,Day
20236006,TAS,3,2023,Wednesday,6:48,Multiple,1,No,Yes,Yes,80,Inner Regional Australia,Launceston and North East,Launceston,National or State Highway,No,No,Weekday,Day
20232152,VIC,3,2023,Thursday,13:05,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Wyndham,Arterial Road,No,No,Weekday,Day
20232071,VIC,3,2023,Tuesday,13:10,Single,1,No,No,No,110,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,National or State Highway,No,No,Weekday,Day
20233044,QLD,3,2023,Tuesday,12:00,Single,1,No,Yes,No,80,Inner Regional Australia,Wide Bay,Gympie,National or State Highway,No,No,Weekday,Day
20233175,QLD,3,2023,Monday,4:00,Multiple,1,No,No,No,40,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,No,No,Weekend,Night
20232035,VIC,3,2023,Monday,7:15,Single,1,No,No,No,40,Inner Regional Australia,Hume,Wangaratta,Local Road,No,No,Weekday,Day
20232076,VIC,3,2023,Tuesday,8:30,Single,1,No,No,No,100,Unknown,Unknown,Unknown,National or State Highway,No,No,Weekday,Day
20235072,WA,3,2023,Tuesday,17:08,Single,1,No,No,No,70,,,,,No,No,Weekday,Day
20235054,WA,3,2023,Tuesday,10:10,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20231203,NSW,3,2023,Tuesday,12:55,Multiple,1,No,No,No,50,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Local Road,No,No,Weekday,Day
20232093,VIC,3,2023,Wednesday,9:24,Single,1,No,No,No,80,Unknown,Unknown,Unknown,National or State Highway,No,No,Weekday,Day
20233019,QLD,3,2023,Tuesday,8:00,Multiple,1,No,No,No,70,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Collector Road,No,No,Weekday,Day
20231053,NSW,3,2023,Wednesday,6:00,Single,1,No,No,Yes,110,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway,No,No,Weekday,Day
20234051,SA,3,2023,Friday,17:42,Single,1,No,No,No,80,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Collector Road,No,No,Weekday,Day
20232136,VIC,3,2023,Friday,15:05,Multiple,1,No,No,No,30,Inner Regional Australia,Shepparton,Campaspe,Arterial Road,No,No,Weekday,Day
20233165,QLD,3,2023,Tuesday,12:00,Single,1,No,No,No,100,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,National or State Highway,No,No,Weekday,Day
20231164,NSW,3,2023,Monday,10:20,Single,1,No,Yes,No,80,Inner Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,Weekday,Day
20234045,SA,3,2023,Tuesday,11:22,Single,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Wattle Range,Sub-arterial Road,No,No,Weekday,Day
20235062,WA,3,2023,Friday,16:51,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20233144,QLD,3,2023,Monday,13:00,Single,1,No,No,No,100,Major Cities of Australia,Ipswich,Brisbane,National or State Highway,No,No,Weekday,Day
20235073,WA,3,2023,Saturday,1:23,Single,1,No,No,No,80,,,,,No,No,Weekend,Night
20233085,QLD,3,2023,Saturday,0:00,Multiple,1,No,No,No,60,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekend,Night
20233107,QLD,3,2023,Saturday,3:00,Single,1,No,No,No,80,Outer Regional Australia,Cairns,Cairns,Collector Road,No,No,Weekend,Night
20233020,QLD,3,2023,Thursday,7:00,Multiple,1,No,No,No,80,Outer Regional Australia,Cairns,Cairns,National or State Highway,No,No,Weekday,Day
20233011,QLD,3,2023,Friday,0:00,Single,1,No,No,No,100,Inner Regional Australia,Ipswich,Scenic Rim,Sub-arterial Road,No,No,Weekday,Night
20231015,NSW,3,2023,Tuesday,8:30,Multiple,1,No,No,No,80,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,Weekday,Day
20231069,NSW,3,2023,Monday,10:34,Single,1,No,No,No,110,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,National or State Highway,No,No,Weekday,Day
20231013,NSW,3,2023,Wednesday,14:20,Multiple,1,No,No,No,60,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Local Road,No,No,Weekday,Day
20234064,SA,3,2023,Monday,13:40,Single,2,No,No,No,110,Outer Regional Australia,South Australia - South East,Renmark Paringa,National or State Highway,No,No,Weekday,Day
20234019,SA,3,2023,Wednesday,7:32,Multiple,2,No,No,No,110,Remote Australia,South Australia - Outback,Unincorporated SA,Arterial Road,No,No,Weekday,Day
20234003,SA,3,2023,Friday,12:45,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road,No,No,Weekday,Day
20236021,TAS,3,2023,Thursday,12:46,Single,1,No,No,No,90,Outer Regional Australia,South East,Kingborough,Sub-arterial Road,No,No,Weekday,Day
20233013,QLD,3,2023,Wednesday,13:00,Single,1,No,Yes,No,60,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road,No,No,Weekday,Day
20233090,QLD,3,2023,Friday,16:00,Multiple,1,No,No,No,100,Inner Regional Australia,Gold Coast,Scenic Rim,Sub-arterial Road,No,No,Weekday,Day
20237005,NT,3,2023,Wednesday,20:50,Single,1,No,No,No,70,Outer Regional Australia,Darwin,Darwin,Arterial Road,No,No,Weekday,Night
20231090,NSW,3,2023,Tuesday,8:50,Multiple,1,No,Yes,No,80,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Arterial Road,No,No,Weekday,Day
20231065,NSW,3,2023,Wednesday,14:20,Multiple,1,No,No,No,60,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Arterial Road,No,No,Weekday,Day
20232169,VIC,3,2023,Wednesday,6:43,Multiple,1,No,Yes,No,60,Major Cities of Australia,Melbourne - South East,Monash,Arterial Road,No,No,Weekday,Day
20233157,QLD,3,2023,Monday,11:00,Multiple,1,No,Yes,No,100,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Sub-arterial Road,No,No,Weekday,Day
20232140,VIC,3,2023,Saturday,3:08,Single,1,No,No,No,100,Major Cities of Australia,Melbourne - North West,Hume,National or State Highway,No,No,Weekend,Night
20233159,QLD,3,2023,Friday,5:00,Single,1,No,No,No,100,Outer Regional Australia,Cairns,Tablelands,National or State Highway,No,No,Weekday,Night
20237009,NT,3,2023,Thursday,16:45,Single,1,No,No,Yes,130,Very Remote Australia,Northern Territory - Outback,VICtoria Daly,National or State Highway,No,No,Weekday,Day
20232097,VIC,3,2023,Wednesday,9:45,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Moreland,Sub-arterial Road,No,No,Weekday,Day
20232110,VIC,3,2023,Saturday,5:54,Multiple,1,No,No,No,100,Unknown,Unknown,Unknown,Local Road,No,No,Weekend,Night
20231202,NSW,3,2023,Thursday,21:14,Single,1,No,No,No,80,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,National or State Highway,No,No,Weekday,Night
20234005,SA,3,2023,Monday,18:50,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Salisbury,Arterial Road,No,No,Weekday,Night
20231124,NSW,3,2023,Monday,19:45,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Ryde,Parramatta,Local Road,No,No,Weekday,Night
20231194,NSW,3,2023,Wednesday,14:09,Single,1,No,No,No,50,Major Cities of Australia,Sydney - City and Inner South,Sydney,Arterial Road,No,No,Weekday,Day
20231018,NSW,3,2023,Tuesday,20:26,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Ryde,Hornsby,Local Road,No,No,Weekday,Night
20232002,VIC,3,2023,Saturday,11:19,Multiple,2,No,No,No,80,Inner Regional Australia,Shepparton,Moira,National or State Highway,No,No,Weekend,Day
20233035,QLD,3,2023,Saturday,17:00,Multiple,1,No,No,Yes,60,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Sub-arterial Road,No,No,Weekend,Day
20231109,NSW,3,2023,Friday,19:13,Multiple,1,No,No,No,50,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Local Road,No,No,Weekend,Night
20231038,NSW,3,2023,Sunday,18:00,Single,1,No,No,No,100,Outer Regional Australia,Murray,Murray River,Sub-arterial Road,No,No,Weekend,Night
20235002,WA,3,2023,Friday,23:09,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
20233022,QLD,3,2023,Saturday,20:00,Single,1,No,No,No,100,Outer Regional Australia,Moreton Bay - North,Somerset,Undetermined,No,No,Weekend,Night
20232087,VIC,3,2023,Saturday,11:50,Multiple,1,No,No,No,40,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekend,Day
20235015,WA,3,2023,Thursday,9:03,Single,1,No,Yes,No,100,,,,,No,No,Weekday,Day
20234023,SA,3,2023,Tuesday,7:49,Multiple,1,No,No,No,100,Outer Regional Australia,Barossa - Yorke - Mid North,Barunga West,Local Road,No,No,Weekday,Day
20235090,WA,3,2023,Thursday,13:28,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20231054,NSW,3,2023,Friday,15:40,Single,1,Yes,No,No,40,Major Cities of Australia,Sydney - City and Inner South,Sydney,Arterial Road,No,No,Weekday,Day
20231066,NSW,3,2023,Wednesday,16:50,Multiple,1,No,No,No,60,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekday,Day
20234054,SA,3,2023,Saturday,21:52,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Arterial Road,No,No,Weekend,Night
20234041,SA,3,2023,Saturday,0:30,Multiple,1,No,No,No,80,Major Cities of Australia,Adelaide - South,Onkaparinga,Collector Road,No,No,Weekend,Night
20235082,WA,3,2023,Wednesday,10:34,Single,1,No,Yes,No,110,,,,,No,No,Weekday,Day
20233169,QLD,3,2023,Thursday,11:00,Single,1,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs,Collector Road,No,No,Weekday,Day
20235093,WA,3,2023,Friday,9:45,Single,1,No,No,No,90,,,,,No,No,Weekday,Day
20231104,NSW,3,2023,Monday,11:20,Multiple,3,No,No,Yes,110,Major Cities of Australia,Sydney - Outer South West,Campbelltown,National or State Highway,No,No,Weekday,Day
20235043,WA,3,2023,Monday,22:31,Single,1,No,No,No,70,,,,,No,No,Weekday,Night
20232049,VIC,3,2023,Thursday,21:23,Single,1,No,No,No,40,Major Cities of Australia,Melbourne - West,Melton,Sub-arterial Road,No,No,Weekday,Night
20235009,WA,3,2023,Tuesday,0:41,Single,1,No,No,No,80,,,,,No,No,Weekday,Night
20231027,NSW,3,2023,Thursday,23:00,Multiple,1,No,No,No,70,Major Cities of Australia,Illawarra,Shellharbour,Arterial Road,No,No,Weekday,Night
20231088,NSW,3,2023,Wednesday,19:50,Multiple,1,No,Yes,No,50,Inner Regional Australia,Capital Region,Hilltops,Arterial Road,No,No,Weekday,Night
20232151,VIC,3,2023,Friday,7:23,Multiple,1,No,No,No,80,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekday,Day
20235048,WA,3,2023,Friday,14:12,Single,1,No,No,No,70,,,,,No,No,Weekday,Day
20231207,NSW,3,2023,Friday,13:40,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,Weekday,Day
20232038,VIC,3,2023,Wednesday,0:16,Single,1,No,No,Yes,100,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekday,Night
20231014,NSW,3,2023,Monday,10:45,Multiple,1,No,No,No,70,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,Weekday,Day
20235049,WA,3,2023,Friday,10:25,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
20231145,NSW,3,2023,Friday,5:50,Single,1,No,No,Yes,110,Inner Regional Australia,Richmond - Tweed,Byron,National or State Highway,No,No,Weekday,Night
20231045,NSW,3,2023,Saturday,12:15,Single,1,No,No,No,50,Outer Regional Australia,Capital Region,Bega Valley,Local Road,No,No,Weekend,Day
20234044,SA,3,2023,Saturday,6:15,Single,1,No,No,No,20,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Access road,No,No,Weekend,Day
20234022,SA,3,2023,Thursday,19:47,Single,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Playford,National or State Highway,No,No,Weekday,Night
20235061,WA,3,2023,Thursday,5:53,Single,1,No,No,No,110,,,,,No,No,Weekday,Night
20231060,NSW,3,2023,Friday,17:46,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Local Road,No,No,Weekday,Day
20231057,NSW,3,2023,Tuesday,17:20,Single,1,No,No,No,100,Remote Australia,Far West and Orana,Bogan,Local Road,No,No,Weekday,Day
20232061,VIC,3,2023,Friday,5:00,Single,1,No,No,No,80,Unknown,Unknown,Unknown,National or State Highway,No,No,Weekday,Night
20233096,QLD,3,2023,Friday,1:00,Single,1,No,No,No,110,Major Cities of Australia,Logan - Beaudesert,Logan,National or State Highway,No,No,Weekday,Night
20235063,WA,2,2023,Saturday,8:05,Single,1,No,No,Yes,110,,,,,No,No,Weekend,Day
20235036,WA,2,2023,Sunday,6:55,Single,1,No,No,No,60,,,,,No,No,Weekend,Day
20235001,WA,2,2023,Saturday,23:55,Single,1,No,No,No,110,,,,,No,No,Weekend,Night
20232004,VIC,2,2023,Sunday,12:15,Single,1,No,No,No,100,Unknown,Unknown,Unknown,Arterial Road,No,No,Weekend,Day
20232064,VIC,2,2023,Saturday,14:58,Single,1,No,No,No,50,Unknown,Unknown,Unknown,Collector Road,No,No,Weekend,Day
20233077,QLD,2,2023,Saturday,13:00,Multiple,1,No,No,No,70,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road,No,No,Weekend,Day
20231068,NSW,2,2023,Sunday,13:00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Narrabri,Sub-arterial Road,No,No,Weekend,Day
20231153,NSW,2,2023,Sunday,6:55,Single,2,No,No,No,80,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekend,Day
20231093,NSW,2,2023,Sunday,12:49,Multiple,1,No,No,No,60,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Arterial Road,No,No,Weekend,Day
20231058,NSW,2,2023,Saturday,11:10,Multiple,1,No,No,No,60,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road,No,No,Weekend,Day
20233136,QLD,2,2023,Sunday,8:00,Multiple,1,No,No,No,50,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road,No,No,Weekend,Day
20231197,NSW,2,2023,Saturday,14:33,Multiple,1,No,No,Yes,100,Outer Regional Australia,Central West,Forbes,National or State Highway,No,No,Weekend,Day
20231182,NSW,2,2023,Sunday,10:00,Multiple,1,No,No,No,10,Inner Regional Australia,New England and North West,Glen Innes Severn,Local Road,No,No,Weekend,Day
20231191,NSW,2,2023,Sunday,11:40,Single,1,No,No,No,100,Outer Regional Australia,Far West and Orana,Dubbo Regional,Arterial Road,No,No,Weekend,Day
20236014,TAS,2,2023,Sunday,15:00,Single,1,No,No,No,100,Outer Regional Australia,West and North West,Kentish,Sub-arterial Road,No,No,Weekend,Day
20233005,QLD,2,2023,Saturday,7:00,Multiple,1,No,No,No,100,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road,No,No,Weekend,Day
20235034,WA,2,2023,Wednesday,14:30,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20233118,QLD,2,2023,Thursday,6:00,Multiple,1,No,No,No,50,Major Cities of Australia,Ipswich,Brisbane,Local Road,No,No,Weekday,Day
20234042,SA,2,2023,Thursday,17:20,Single,1,No,No,No,110,Outer Regional Australia,South Australia - Outback,Flinders Ranges,Arterial Road,No,No,Weekday,Day
20231178,NSW,2,2023,Sunday,20:19,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Collector Road,No,No,Weekend,Night
20231016,NSW,2,2023,Saturday,22:15,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Gwydir,Local Road,No,No,Weekend,Night
20233037,QLD,2,2023,Friday,22:00,Single,1,No,No,No,60,Major Cities of Australia,Brisbane - North,Brisbane,Collector Road,No,No,Weekend,Night
20232100,VIC,2,2023,Tuesday,7:29,Multiple,1,No,Yes,No,100,Outer Regional Australia,Shepparton,Moira,National or State Highway,No,No,Weekday,Day
20231071,NSW,2,2023,Friday,14:30,Multiple,1,No,No,No,100,Inner Regional Australia,Riverina,Lockhart,Arterial Road,No,No,Weekday,Day
20234073,SA,2,2023,Thursday,14:10,Single,1,No,No,No,110,Inner Regional Australia,Adelaide - North,Adelaide Plains,National or State Highway,No,No,Weekday,Day
20232124,VIC,2,2023,Thursday,13:35,Multiple,1,No,No,Yes,70,Major Cities of Australia,Melbourne - West,Hobsons Bay,Local Road,No,No,Weekday,Day
20231132,NSW,2,2023,Monday,13:25,Multiple,1,No,No,Yes,110,Outer Regional Australia,New England and North West,Narrabri,National or State Highway,No,No,Weekday,Day
20234032,SA,2,2023,Thursday,17:35,Single,1,No,No,No,80,Inner Regional Australia,Adelaide - North,Adelaide Plains,Collector Road,No,No,Weekday,Day
20235018,WA,2,2023,Monday,12:09,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20235101,WA,2,2023,Tuesday,12:00,Single,1,No,No,No,90,,,,,No,No,Weekday,Day
20232072,VIC,2,2023,Tuesday,10:52,Multiple,2,No,Yes,No,100,Outer Regional Australia,North West,Yarriambiack,National or State Highway,No,No,Weekday,Day
20233129,QLD,2,2023,Monday,8:00,Multiple,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road,No,No,Weekday,Day
20233052,QLD,2,2023,Monday,6:00,Multiple,1,No,No,No,100,Inner Regional Australia,Toowoomba,Toowoomba,Sub-arterial Road,No,No,Weekday,Day
20233132,QLD,2,2023,Friday,13:00,Multiple,1,No,Yes,No,100,Inner Regional Australia,Ipswich,Somerset,National or State Highway,No,No,Weekday,Day
20232030,VIC,2,2023,Tuesday,17:30,Single,1,No,No,No,-9,Unknown,Unknown,Unknown,,No,No,Weekday,Day
20232075,VIC,2,2023,Wednesday,14:49,Single,1,No,No,No,100,Outer Regional Australia,North West,West Wimmera,National or State Highway,No,No,Weekday,Day
20231167,NSW,2,2023,Saturday,2:40,Single,1,No,Yes,No,70,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway,No,No,Weekend,Night
20234061,SA,2,2023,Sunday,21:00,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Marion,National or State Highway,No,No,Weekend,Night
20232147,VIC,2,2023,Tuesday,13:20,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road,No,No,Weekday,Day
20234067,SA,2,2023,Monday,12:21,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road,No,No,Weekday,Day
20233108,QLD,2,2023,Wednesday,15:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road,No,No,Weekday,Day
20236005,TAS,2,2023,Friday,13:40,Single,1,No,Yes,Yes,70,Outer Regional Australia,West and North West,Burnie,Collector Road,No,No,Weekday,Day
20231091,NSW,2,2023,Thursday,1:30,Single,1,No,No,No,100,Very Remote Australia,Far West and Orana,Cobar,Arterial Road,No,No,Weekday,Night
20238002,ACT,2,2023,Tuesday,2:45,Single,1,No,No,No,60,Unknown,Unknown,Unknown,,No,No,Weekday,Night
20234024,SA,2,2023,Friday,22:00,Single,1,No,No,Yes,100,Outer Regional Australia,South Australia - South East,Wattle Range,Sub-arterial Road,No,No,Weekend,Night
20232098,VIC,2,2023,Sunday,7:43,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road,No,No,Weekend,Day
20232062,VIC,2,2023,Saturday,15:59,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road,No,No,Weekend,Day
20233046,QLD,2,2023,Saturday,14:00,Single,1,No,No,No,100,Outer Regional Australia,Cairns,Tablelands,National or State Highway,No,No,Weekend,Day
20231089,NSW,2,2023,Saturday,22:40,Single,1,No,No,No,50,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Local Road,No,No,Weekend,Night
20235102,WA,2,2023,Tuesday,19:32,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20233048,QLD,2,2023,Friday,23:00,Single,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Cloncurry,National or State Highway,No,No,Weekend,Night
20233095,QLD,2,2023,Saturday,23:00,Single,1,No,No,No,100,Inner Regional Australia,Ipswich,Scenic Rim,Local Road,No,No,Weekend,Night
20233125,QLD,2,2023,Saturday,8:00,Multiple,1,No,No,No,100,Inner Regional Australia,Ipswich,Ipswich,National or State Highway,No,No,Weekend,Day
20231047,NSW,2,2023,Saturday,13:00,Multiple,1,No,No,No,100,Inner Regional Australia,Murray,Greater Hume,Sub-arterial Road,No,No,Weekend,Day
20235042,WA,2,2023,Sunday,9:08,Multiple,1,No,No,No,110,,,,,No,No,Weekend,Day
20231021,NSW,2,2023,Thursday,15:45,Multiple,1,No,No,No,100,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,Weekday,Day
20232102,VIC,2,2023,Thursday,7:00,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Outer East,Maroondah,National or State Highway,No,No,Weekday,Day
20232143,VIC,2,2023,Friday,7:15,Multiple,1,No,No,No,-9,Unknown,Unknown,Unknown,Sub-arterial Road,No,No,Weekday,Day
